,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
722,COc1ccc2nccc([C@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,0.0,Fc1ccc(NC(=O)Nc2nnc(s2)-c2ccncc2)cc1C(F)(F)F,0.0,CC(O)Cn1c(C)ncc1[N+]([O-])=O,0.55,CC(C)(C)CCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.19,COC1CN(C)CC(=O)COc2c(NS(=O)(=O)CC(F)(F)F)cccc2N(S(=O)(=O)c2c(C)c(C)c(C)c(C)c2C)C(C)C1C
723,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,0.0,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(F)cc2)Oc3cc(C#CC(C)(C)O)ccc3S1(=O)=O,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.66,COc1ccc(CNC(=O)CC2C=CC(NC(=O)Cc3ccccn3)C(CO)O2)cc1,0.46,CCCc1ccc(C(Cc2ccccc2C(C)(C)C)c2cc(C)ncc2C)cc1
724,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,0.0,OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@H]1NC(=O)NC1CCCCC1,0.0,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NS(=O)(=O)C)cc3CC1=O,0.57,CC(NC(=O)CC1CCC2C(COCC(O)CN2C(=O)Nc2ccc(F)cc2)O1)c1ccccc1,0.48,CN1C(=O)C(=O)C=CC1c1ccccc1
734,COc1cccc(NC(=S)N=S(=O)(C)c2ccccc2)c1,0.52,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCN5CCOCC5)cc4C1=O,0.38,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.48,COc1cccc(S(=O)(=O)N(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)c1,0.43,CCN(CC)CCNC(=O)C1CC(CO)CN1C(=O)C1CC1
735,COc1cccc(OC)c1NC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl,0.8,Cc1cccc(CNc2ncnc3ccc(cc23)c4ccoc4)c1,0.26,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,0.55,CC(C)(C)c1ccc(C(=O)Nc2nc(-c3cccc(C(=O)O)c3)nc3ccc(C(=O)NCCCNCC(O)COc4ccc(C(F)(F)F)cc4)cc23)cc1,0.41,COc1cc(CN2C(c3cc(OC)c(OC)c(OC)c3OC)C(=O)C(C)C(=O)N(C)CC(=O)COCC3CCC(OC)C(O3)C(=O)C2c2cc(OC)c(OC)c(OC)c2OC)c(OC)c(OC)c1OC
739,COc1cccc(c1)-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3C)C(=O)NCCN1CCCCC1,0.4,Clc1cccc(CC2COCc3cnnn3CCC(c3ccccc3)C(=O)N2)c1,0.27,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,0.0,CCCCCCCCCOc1ccc(C(=O)NCCCOCCOCCOCCOC)cc1,0.0,CCC(C)NC(=O)N(C)CC1OCc2cn(nn2)CCCC(=O)N(C(C)CO)CC1C
740,COc1cccc(c1)-c1ccc2[C@H]3[C@@H](Cn2c1=O)[C@H](CO)[C@H](N3C)C(=O)NCCN1CCCCC1,0.32,CO[C@@H]1CC(CC(C)[C@@H]2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@H](C)C=CC=CC=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,0.42,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,0.0,CC(C)(C)CCC(=O)Nc1ccc(C(=O)NCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)C(O)c2ccc(O)cc2)cc1,0.0,CNc1ncnc2c1ncn2C
753,COc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2,0.69,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.69,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.86,Cc1ccc(CNc2ncnc3ccc(-c4ccc(F)cc4)cc23)cc1,0.26,CCNC(=O)CC1C=C(NC(=O)c2cccc3c2OCO3)C(CO)CO1
762,COc1ccccc1C#Cc2ccc3c(O[C@@H](CN(C)Cc4cccnc4)[C@@H](C)CN([C@@H](C)CO)S3(=O)=O)c2,0.22,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl,0.26,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.85,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2O1,0.29,CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(Cl)c(Cl)c1
763,COc1ccccc1C#Cc2ccc3c(O[C@@H](CN(C)Cc4cccnc4)[C@@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0.06,CCCCC/C=CC/C=CC/C=CC/C=CCCCC(=O)N,0.17,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.73,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3cccc(C#N)c3)cc2OC1CN(C)C(=O)c1ccc2c(c1)OCO2,0.4,Cc1ccc(S(=O)(=O)N(C)CC2CC(C)N(C(C)CO)c3cccc(NC(=O)NC4CCCCC4)c3C(=O)c3ccccc3CO2)cc1
764,COc1ccccc1C#Cc2ccc3c(O[C@@H](CN(C)Cc4cccnc4)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)c2,0.36,CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,0.53,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,0.83,CC=Cc1ccc2c(c1)OC(CN(C)Cc1ccc(C(F)(F)F)cc1)C(C)CN(C(C)CO)S2(=O)=O,0.47,CCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNC(=O)c1ccc(N)cc1
765,COc1ccccc1C#Cc2ccc3c(O[C@@H](CN(C)Cc4cccnc4)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0.77,CC(C)[C@@H](C)NC(=O)N(C)C[C@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@@H]1C)[C@H](C)CO,0.18,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.66,CC1CCCCOC(CN(C)Cc2ccc(F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2O1,0.28,CCCCCC(C(=O)Nc1c(C(C)C)cc(C(C)C)cc1C(C)(C)C)c1ccc(O)cc1
766,COc1ccccc1C#Cc2ccc3c(O[C@H](CN(C)Cc4cccnc4)[C@@H](C)CN([C@@H](C)CO)S3(=O)=O)c2,0.3,COc1ccc(cc1)c2c(O)c3c(OC)c4CCC(C)(C)Oc4cc3oc2=O,0.25,NC(=O)c1cccc(N)c1,0.74,CC(C)CC#Cc1ccc2c(c1)OC(CN(C)C(=O)NC(C)C)C(C)CN(C(C)CO)S2(=O)=O,0.3,O=C(CCN1CCOCC1)NC1CCC(CCn2cc(-c3ccccc3Oc3ccccc3)nn2)OC1CO
767,COc1ccccc1C#Cc2ccc3c(O[C@H](CN(C)Cc4cccnc4)[C@@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0.9,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(C#N)c2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,0.5,CCCC#Cc1ccc2c(O[C@H](CN(C)C(=O)Nc3ccccc3F)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.77,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)C(=O)c1cccnc1,0.34,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)OCC(C)N(C(=O)c2cccnc2)CC(C)C(OC)CN(C)C3=O)cc1
768,COc1ccccc1C#Cc2ccc3c(O[C@H](CN(C)Cc4cccnc4)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)c2,0.79,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@@H](C)N(Cc2ccccc2)C[C@@H]1C,0.32,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.76,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCCCC3)ccc2O1,0.01,CCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)c1ccccn1)CC(C)C(OC)CN(C)C2=O
769,COc1ccccc1C#Cc2ccc3c(O[C@H](CN(C)Cc4cccnc4)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0.98,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.29,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.81,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C=Cc3ccccc3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.36,CCCNC(=O)CC1C=CC(NC(=O)C2CCCCC2)C(CO)O1
770,COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccc(cc1)C#N,0.21,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,0.22,CC(=O)Oc1ccccc1C(O)=O,0.49,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Nc5ccc(C(F)(F)F)cc5)ccc4OC3C(CO)O2)cc1,0.57,COc1ccc(S(=O)(=O)N(C)CC2Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N(C(C)CO)CC2C)cc1
774,COc1oc(=O)c2cc(N)ccc2c1Cl,0.98,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0.5,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccn2)Oc3ncc(cc3C1=O)c4ccc(F)cc4,0.32,CC(C)C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.26,CC(C)(C)S(=O)N1Cc2nc(-c3cccc(F)c3)cc(C#N)c2C1CCO
776,CS(=O)(=O)C(=Cc1cccn1S(=O)(=O)c1cccc2ccccc12)C#N,0.85,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O,0.35,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.33,CN(CC=Cc1cccc(S(=O)(=O)NC(=O)C2CC2)c1)C(=O)C1CC1,0.23,Cc1ccccc1CNC(=O)CC1OC(NC(=O)CC2CC2)C(CO)C(O)C1O
778,CS(=O)(=O)c1ccc(cc1[N+]([O-])=O)C(=O)OCC(=O)N1CCOCC1,0.4,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCCC1,0.4,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCCC1,0.5,CC(C)NC(=O)Nc1ccc2c(c1)OC(CN(C)CC1CCOCC1)C(C)CN(C(C)CO)S2(=O)=O,0.33,CN(C)C(=O)CC1CC2c3cc(NS(=O)(=O)c4cc(F)c(F)cc4F)ccc3OC2C(CO)O1
779,CSc1nc(nc(n1)c2ccccc2)C(C)C,0.0,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc3cn(CCCC1=O)nn3,0.0,COc1ccc(NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3)c(OC)c1,0.45,COc1cccc(-c2ccc(C(=O)OCCOC(=O)COC(=O)COC(=O)COc3cccc(F)c3F)c(C(=O)Nc3cccc(C(=O)Nc4cc5c(c(C(F)(F)F)c4)OCCO5)c3)c2)c1,0.12,CN(C)CCCNC(=O)CCCCC(=O)OCCCN
780,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.43,OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@@H]([C@H]1C(=O)N1CCCCC1)N2Cc1nccs1,0.26,CN1CCC[C@H]1c1cccnc1,0.28,O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Cl)cc1,0.3,C[NH2+]c1ccc(CNCCCN2CCN(Cc3ccccc3Cl)CC2)cc1
782,CSc1sc(C(=O)NN)c2CCCC(O)c12,0.44,COc1ccccc1NC(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC(=O)N3CCC(Cc4ccccc4)CC3)CC[C@@H]12,0.36,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.66,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1,0.49,CNCCCNC(=O)C1CC2(CO)c3c(C#N)ccc(=O)n3CC1N2S(C)(=O)=O
785,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.46,CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1ccc(cc1)C(C)=O,0.28,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1.0,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCN1CCCCC1,0.51,COc1ccc(C=NNC(=O)CCC(=Cc2ccccc2O)C(=O)NCCCCCNC(=N)NCCCCCC(=O)Nc2ccccc2C(=O)NCCCC(=O)O)cc1
787,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.0,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(C)c2)OCc3cnnn3CCCC1=O,0.0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0.69,CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.27,CCCCCCCCCCCCCCCCCCCC(=O)O
793,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.38,CC1(C)Oc2ccc(cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O)C#N,0.37,NC(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,0.96,CC1CCCCOC(CN(C)C(=O)c2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.08,CN(C)CCOc1ccc(-c2cn(Cc3cccc(F)c3)c(=O)nc2N)cc1
794,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.58,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,0.35,O[C@@H]1CN[C@@H]2CC[C@@H](CC(=O)NCc3ccc4OCOc4c3)O[C@H]2COC1,0.83,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.39,COc1ccc(-c2c(O)c(C(=O)Nc3cccc(Cl)c3)cc3c2[nH]c2ccccc23)cc1
795,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.82,CC(C)[C@H](C)NC(=O)N(C)C[C@@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@@H]1C)[C@H](C)CO,0.38,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,0.8,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0.34,NC(=O)CCCCCCC(=O)Nc1cc(O)c(O)c(C(=O)O)c1
796,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.55,COc1ccccc1S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@@H]1CO,0.68,OC[C@@H]1O[C@@H](CCn2cc(nn2)-c2ccccc2F)CC[C@@H]1NC(=O)c1ccc2OCOc2c1,0.84,CC1CCCCOC(CN(C)C(=O)c2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.54,CC(C)NC(=O)Nc1ccc2c(c1)CN(C(C)CO)C(CO)C(=O)C(CN(C)Cc1cccc(C(F)(F)F)c1)OCCCCC(C)O2
799,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,0.0,Cc1cccc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@@H]12,0.0,CNC[C@H]1OCc2cnnn2CCCC(=O)N(C[C@@H]1C)[C@H](C)CO,0.0,CCCCCC1CC(=O)n2cc(nn2)COCC(C)NC1=O,0.0,Cc1ccc(C)c(NC(=O)Nc2ccccc2)c1C
800,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.45,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)N[C@@H](C)c2ccccc2)OCc3ccccc3-c4ccccc4C1=O,0.39,COc1ccccc1OCC(O)COC(N)=O,0.77,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(Cl)c(Cl)c1,0.37,CN(C)CC(c1ccccc1)c1cc(F)ccc1F
801,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0.49,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@H](C)CO)nn3,0.41,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,0.74,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)CCN1CCOCC1)O2,0.41,CNCC(Cc1ccccc1)NC(=O)CC12OCCCC1(CO)Oc1cccc(NC(=O)Cc3ccncc3)c12
805,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc3cnnn3CCCC1=O,0.38,OC[C@@H]1O[C@@H](CC(=O)NCc2cccc(F)c2)CC[C@@H]1NC(=O)CN1CCOCC1,0.51,COCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)c3cnccn3)cc2OC[C@@H]1C)OC,0.0,COc1ccccc1CNC(=O)CC1CCC2C(COCC(O)CN2C(=O)c2cccnc2)O1,0.0,CCCCCCCCCCCNC(C)C(=O)Nc1cc(C(C)C)c(C(C)C)cc1C(C)C
806,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O,0.48,COCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccccn3)C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC,0.35,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,0.77,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.21,Cc1ccccc1NC(=O)CCC(=O)Nc1ccccc1
809,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(C#CC(C)(C)O)cc3C1=O,0.72,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0.26,NC(=N)NC(=N)NCCc1ccccc1,0.79,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccncc1)O2,0.35,COC1CC(C)N(C(C)=O)c2c(NS(C)(=O)=O)cccc2OCC(=O)CN(C)C1C
811,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)CC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.0,CO[C@@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N,0.0,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.93,Cc1ccc(S(=O)(=O)N(C)CC2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)cc1,0.42,CC1CCOCCCN(C(C)CO)c2c(NS(=O)(=O)c3cccs3)cccc2C(CN(C)Cc2ccccc2C(F)(F)F)OC(=O)C1C
812,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)Cc2ccccc2)OCc3ccccc3-c4ccccc4C1=O,0.25,NC(=C(C#N)C#N)/C(=C/c1cc(O)c(O)c(O)c1)/C#N,0.48,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.82,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.35,CC(C)(C)c1ccc(C(=O)NCCCN2CCCC2C(=O)Nc2ccc(C(F)(F)F)cc2)cc1
815,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0.29,OC(=O)CCc1cc(I)c(O)c(I)c1,0.42,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.0,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(=O)O)cc1,0.0,Cc1cc(C)c(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2C(=O)NS(=O)(=O)NC(=O)c2cc3c(c(C(F)(F)F)c2)OCO3)cc1C
817,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCCCC2)OCc3cnnn3CCCC1=O,0.79,COc1ccc(NC(=O)Nc2cccc3C(=O)N(C[C@@H](C)[C@@H](CN(C)Cc4ccc5OCOc5c4)Oc23)[C@@H](C)CO)cc1,0.47,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4,0.0,CCCCCC(=O)Nc1nc(C)nc2sccc12,0.0,CN1C(=O)N(CC(=O)Nc2ccc(C(C)(C)C)cc2)C(C(=O)O)C1(C)c1ccc(NC(=O)CCN2CCN(C(=O)c3ccccc3)CC2)cc1
820,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.47,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.37,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,0.68,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0.24,O=S(=O)(c1ccccc1O)N1CCN(CCCCCCCn2nncc2-c2ccco2)CC1
825,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.29,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O,0.33,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.81,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0.38,CN(C)C(=O)CCc1ccc(O)c(O)c1C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCNC=N
826,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.99,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(C#N)c2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,0.26,Nc1nc2ccc(OC(F)(F)F)cc2s1,0.83,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1,0.68,COC1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OCC(C)N(C(=O)C2CC2)CC1C
827,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.0,Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)c3ccc4OCCOc4c3,0.0,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0.8,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0.47,Cc1c(C)c(C)c(NC(=O)NCCCC(NC(=O)C(N)C(C)C)C(N)=O)c(C)c1C
