smiles,scores,ref,Method,gene
Cc1ccc(S(=O)(=O)N(C)CC2Oc3ccc(NC(=O)c4cccnc4)cc3C(=O)N(C(C)CO)CC2C)cc1,0.57,O1C2=C(C(C=C1N3CCOCC3)=O)SC=C2C4=CC=C(C=C4)NC(=O)C=5C=NC=CC5,Generate,PIK3CA
COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1,0.55,C=1C=NC(=NC1C=2C=CC(=CC2)OC)NC3=CC=C(C=C3)Cl,Generate,PIK3CA
CC(C)(C)c1ccc(S(=O)(=O)Nc2ncnc3ccc(NC(=O)C4CCCCC4)cc23)cc1,0.46,C(C)(=O)NC=1SC=2C(N1)=CC=C(C3=CN=C(C(=C3)NS(C4=CC=C(C=C4)C(C)(C)C)(=O)=O)Cl)C2,Generate,PIK3CA
CCNC(=O)CC1C=CC(NC(=O)Nc2ccccc2F)C(CO)O1,0.24,C(NC=1SC=2C(N1)=CC=C(C3=CN=C(C(=C3)NS(C4=CC=CC=C4F)(=O)=O)Cl)C2)(C)=O,Generate,PIK3CA
CC(C)(C)c1ccc(C(=O)Nc2nc(-c3ccc(-c4nnn[nH]4)cc3)nc3ccccc23)cc1,0.45,C(C)(=O)NC=1SC=2C(N1)=CC=C(C3=CN=C(C(=C3)NS(C4=CC=C(C=C4)C(C)(C)C)(=O)=O)Cl)C2,Generate,PIK3CA
CCCNC(=O)N(C)CC1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N(C(C)CO)CC1C,0.0,N=1C=C(C=C(S(NC(C)(C)C)(=O)=O)C1)C2=CN3N=C(N=C3C=C2)NC(NCCN(C)C)=O,Generate,PIK3CA
COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)Nc5ccc(C(F)(F)F)cc5)ccc4OC3C(CO)O2)c1,0.51,C=1(C=C2C(/C=C\3/OC4=C(C=C(C=C4)NC(NC5=CC=C(C=C5)C(=O)N6CCN(CC6)C)=O)C3=O)=CNC2=CC1)OC,Generate,PIK3CA
CC(NC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1)c1ccccc1,0.31,C1(=CC(=C2C(=C1)C(C=C(O2)C3=CC=NC=C3)=O)C(C)NC=4C=CC=CC4)C,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)C(=O)c1ccc(F)cc1,0.44,C=1(N=C(CC(NC=2C=CC(=CC2)F)=O)N=C(N3CCOCC3)C1)O,Generate,PIK3CA
CCNCCCC(O)(c1ccccc1)c1cccc(O)c1,0.63,C1=C(NC=2C=CC=CC2)N=C(N=C1C=3C=CC=C(C3)O)N4CCOCC4,Generate,PIK3CA
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1,0.65,C(NC=1SC=2C(N1)=CC=C(C=3C=CC=C(C3)NS(C4=CC=C(C=C4)OC)(=O)=O)C2)(C)=O,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1cccc(F)c1,0.46,C=1(N=C(CC(NC=2C=CC=C(C2)F)=O)N=C(N3CCOCC3)C1)O,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(F)cc1,0.41,C1=C(O)C=C2O/C(/C(=O)C2=C1O)=C\C3=C(C4=CC=CC=C4)N(C)C5=C3C=CC=C5,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)CCC(F)(F)F,0.0,C1(=O)C=C(N=C2N(C(=NN21)SC)CC=3C=CC=C(C(F)(F)F)C3C)N4CC(OCC4)C,Generate,PIK3CA
CCCNC(=O)CC1C=CC(NC(=O)c2ccc3c(c2)OCO3)C(CO)O1,0.33,N=1C(N)=C2C(C3=CC4=C(C=C3)OCO4)=NNC2=NC1,Generate,PIK3CA
CN(C)S(=O)(=O)c1ccc(NC(=O)C(=O)Nc2ccc(Cl)cc2)cc1,0.39,O=S(C=1C=C(C=CC1Cl)C=2N=C(C(=NC2)N)C(=O)NC)(NC=3C=CC(=CC3)Cl)=O,Generate,PIK3CA
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)Cc2cccnc2)O3)cc1,0.44,C(=O)(NC=1SC=2C(N1)=CC=C(C=3C=CN=C(N3)NS(C4=CC=C(C=C4)C)(=O)=O)C2)C,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.42,C1=C(O)C=C2O/C(/C(=O)C2=C1O)=C\C3=C(C4=CC=CC=C4)N(C)C5=C3C=CC=C5,Generate,PIK3CA
CC1CCCCOC(CN(C)C(=O)Nc2cccc(Cl)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccc(Cl)c3)ccc2O1,0.74,ClC=1C=C(S(=O)(=O)NC2=CC(C=3N=C(C(=NC3)N)C(=O)NC)=CC=C2)C=CC1,Generate,PIK3CA
CN(C)C(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.43,C=1C(=CC=2C3=C(C=C(C(N(C4=CC=CC=C4Cl)C)=O)S3)CCOC2C1)C(NCC)=O,Generate,PIK3CA
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.42,C1=C(O)C=C2O/C(/C(=O)C2=C1O)=C\C3=C(C4=CC=CC=C4)N(C)C5=C3C=CC=C5,Generate,PIK3CA
COc1ccc(CN(C)CC2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)cc1,0.44,C1=C(O)C=C2O/C(/C(=O)C2=C1O)=C\C3=C(C4=CC=CC=C4)N(C)C5=C3C=CC=C5,Generate,PIK3CA
CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.48,C1=C(N2CC3OC(C2)CC3)C=4C(=CN(C)C4N=C1)/C=C/5\OC=6C(=CC(=CC6)NC(NCCN(C)C)=O)C5=O,Generate,PIK3CA
CCCNC(=O)N1CC(OC)CC(=O)N(C)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C(C)OC(C)C1C,0.43,C(=O)(NC=1SC=2C(N1)=CC=C(C=3C=CN=C(N3)NS(C4=CC=C(C=C4)C)(=O)=O)C2)C,Generate,PIK3CA
CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3cccc(C(=O)N(C)C)c3)cc2OC1CN(C)C(=O)c1cccnc1,0.65,C1=CN=C2N(C=C(C2=C1C3=CC=CC(=C3)C(N(C)C)=O)/C=C/4\OC5=CC=CC(=C5C4=O)O)C,Generate,PIK3CA
CN(C)CCNc1ncnc2ccc(-c3cccnc3)cc12,0.83,C(C)(=O)NC=1SC=2C(N1)=CC=C(C2)C3=CC=CN=C3,Generate,PIK3CA
CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.56,S1C2=C(OC(N3CCOCC3)=CC2=O)C(C4=CC=C(NC(=O)C=5C=CN=CC5)C=C4)=C1,Generate,PIK3CA
CC(C)(C)c1ccc(C(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1,0.0,N=1C=C(C=C(C1)S(=O)(=O)NC(C)(C)C)C2=CN3N=C(N=C3C=C2)NC(NCCC4=CC=CC=C4)=O,Generate,PIK3CA
COc1ccc(CNc2ncnc3ccc(CN4CCN(C)CC4)cc23)cc1OC,0.42,N=1C(=NC(=NC1C)C=2C(=NC=C(C2)CN3CCN(CC3)C)NC4=CN=C(C=C4)OC)N,Generate,PIK3CA
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.18,O=C1NC2(CC(C1C#N)(CCC2)C)C(C(=O)N)C#N,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.89,S(=O)(=O)(N1C(OCCC1)CNC(=O)C(=O)NCCCN2CCOCC2)C=3C(F)=CC=C(F)C3,Cosine,SMAD3
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.89,S(=O)(=O)(N1C(OCCC1)CNC(=O)C(=O)NCCCN2CCOCC2)C=3C(F)=CC=C(F)C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cosine,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Cosine,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Euclidean,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
CNC(=O)CCc1cc2ccccc2[nH]1,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Euclidean,SMAD3
